document_id,original_sentence_id,original_text,simplified_text,orig_tokens,simp_tokens,ratio
FEINA,103,Los límites de los aportes pueden cambiar;,Los límites de los aportes pueden cambiar.,8,8,1.0
FEINA,104,"Por esta razón, el financiero suele contar con dos cargos que le brindan soporte en la administración de las mencionadas variables:","Por eso, el financiero tiene dos cargos que le dan soporte en la administración de las variables mencionadas:",23,20,0.8695652173913043
FEINA,105,La importancia de un historial de crédito impecable y algunos consejos en caso de que sea necesario corregirlo.,La importancia de un historial crediticio limpio y algunos consejos si es necesario corregirlo.,19,15,0.7894736842105263
FEINA,106,"El mínimo exigido por las aseguradoras es la responsabilidad civil por daños a terceras personas que cubre los gastos médicos y materiales de la persona que sea afectada, incluyendo también los del propietario o conductor del vehículo, es decir, del asegurado.",El mínimo exigido por las aseguradoras es la responsabilidad civil por daños a terceras personas. Este cubre los gastos médicos y materiales de la persona afectada y también incluye los gastos del asegurado.,45,35,0.7777777777777778
FEINA,107,Marca todos los ítems que quieras poner en práctica el próximo mes o elabora tu propia lista.,Marca todas las sugerencias que quieras poner en práctica el próximo mes o elabora tu propia lista.,18,18,1.0
FEINA,108,Elaborar toda la comida en casa.,Cocinar toda la comida en casa.,7,7,1.0
FEINA,109,¿Qué es el mercado de desintermediación financiera y cuál es su utilidad?,¿Qué es el mercado de desintermediación financiera? ¿Cuál es su función?,13,13,1.0
FEINA,110,"Accidentes, enfermedades, lesiones, robos y desastres naturales; ocurren todo el tiempo.","Accidentes, enfermedades, lesiones, robos y desastres naturales. Ocurren siempre.",16,14,0.875
FEINA,111,"Se les llama bonos a los valores de 360 días o más y papel comercial a la deuda emitida a un plazo de vencimiento inferior a 360 días, En nuestro país se consiguen ambos instrumentos del sector público y privado y del exterior.",Los bonos son valores de trescientos sesenta días o más. Papel comercial es la deuda emitida a un plazo menor de trescientos sesenta días.,45,26,0.5777777777777777
FEINA,112,"o las fábricas que producen carros, camionetas y camiones, que sirven para transportar dichos alimentos a las ciudades.","También las fábricas que producen los carros, camionetas y camiones para transportar los alimentos a las ciudades.",21,19,0.9047619047619048
FEINA,113,"Averigua qué puedes esperar respecto al alcance de la asesoría que ofrece por escrito: cantidad de reuniones, si se espera que adquieras inversiones mediante el planificador, etc.","Averigua qué puedes esperar respecto al alcance de la asesoría que ofrece por escrito: cantidad de reuniones, si se espera que adquieras inversiones mediante el planificador, entre otros.",31,32,1.032258064516129
FEINA,114,"En algunos casos, el crédito personal se ve reforzado con garantías de bienes inmuebles (bienes no movibles), por ejemplo lotes o casas (Garantía hipotecaria).","En algunos casos, el crédito personal se refuerza con garantías de bienes inmuebles, como lotes o casas. Por esto, corresponde a una garantía hipotecaria.",31,29,0.9354838709677419
FEINA,115,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,27,25,0.9259259259259259
FEINA,116,"Como consecuencia de este proceso y de causas diversas, cuyo conocimiento no es muy preciso por falta de documentación sobre esa época, en el Siglo XI, aparece Europa dividida en grandes extensiones territoriales, sometidas al dominio de un gran señor teóricamente ligado al rey, pero en realidad actuando con independencia de él y aún enfrentándosele.","Como consecuencia de este proceso y de causas diversas que no son muy precisas por falta de documentación sobre esa época, en el Siglo once Europa se encuentra dividida en grandes extensiones territoriales sometidas al dominio de un gran señor teóricamente ligado al rey pero que en realidad actúa con independencia de él y enfrentándosele.",61,57,0.9344262295081968
FEINA,117,"¿Cuál es la diferencia, entonces, entre los sueños de un niño y las metas de un hombre maduro?",¿Cuál es la diferencia entre los sueños de un niño y las metas de un hombre maduro?,21,18,0.8571428571428571
FEINA,118,"Si has intentado recortar tus gastos una y otra vez, pero no lo lograste, podría ser útil que analices qué te incentiva a comprar cosas.","Si intentaste recortar tus gastos sin lograrlo, podrías analizar qué te incentiva a comprar cosas.",28,17,0.6071428571428571
FEINA,119,"Hoy, en una economía de empresa privada, la mayoría de los fondos destinados a la producción debe provenir de los beneficios que obtienen las empresas o de los préstamos conseguidos en los mercados financieros.","En la economía de empresa privada, los fondos destinados a la producción deben provenir de beneficios empresariales o de préstamos obtenidos en mercados financieros.",37,26,0.7027027027027027
FEINA,120,"Desde el mismo momento en que usted da el primer paso hacia delante, deja de ser niño y se convierte en hombre.","Desde que da el primer paso hacia delante, deja de ser niño y se convierte en hombre.",24,19,0.7916666666666666
FEINA,121,"En ciertos casos hay aranceles de referencia, como los que operan en el sector de la salud para determinadas prestaciones médicas.",A veces hay impuestos de referencia. Como en el sector salud para algunos servicios médicos.,23,17,0.7391304347826086
FEINA,122,El primer paso para identificar las metas para ahorrar es establecer las metas.,El primer paso para identificar las metas de ahorro es establecerlas.,14,12,0.8571428571428571
FEINA,123,¿El banco está asegurado por la Corporación Federal de Seguro de Depósitos (FDIC)?,¿La Corporación Federal de Seguro de Depósitos asegura ese?,16,10,0.625
FEINA,124,"Esto es así, porque el rendimiento de un fondo de inversión se calcula diariamente tomando en cuenta los intereses ganados y el cambio en los precios de los bonos que posee.",Esto es así porque el rendimiento de un fondo de inversión se calcula diariamente tomando en cuenta los intereses ganados y el cambio en los precios de los bonos que posee.,33,32,0.9696969696969697
FEINA,125,Denominado también «trabajo a distancia» especialmente desde el domicilio particular de ahí la expresión anglosajona de work at home o home office (trabajo desde la casa).,"Denominado también ""trabajo a distancia"", especialmente desde el domicilio particular. De ahí la expresión anglosajona de work at home o home office (trabajo desde la casa).",31,33,1.064516129032258
FEINA,126,"Lo que debe hacer la familia y dado que es la primera vez que hace un presupuesto de esta naturaleza, es someterlo a prueba durante un año, haciendo un estricto control de sus ingresos y de sus egresos y al cabo de tal fecha, con la información que obtenga, presupuestar el nuevo año con los ajustes más reales que crea que debe realizar y tomar otras decisiones pertinentes.","Lo que la familia debe hacer por ser su primer presupuesto, es someterlo a prueba durante un año. Deber tener un control estricto de sus ingresos y gastos. Al final de la prueba, deben presupuestar el nuevo año con los ajustes que crea necesarios y tomar otras decisiones pertinentes.",73,54,0.7397260273972602
FEINA,127,"Los usuarios de los servicios financieros no serán capaces de decidir correctamente entre opciones de ahorro o inversión, y podrían estar sujetos a riesgos o fraudes, si no cuentan con una adecuada instrucción financiera.","Los usuarios de los servicios financieros no serán capaces de decidir correctamente entre opciones de ahorro o inversión, y podrían estar sujetos a riesgos o fraudes si no cuentan con una adecuada instrucción financiera.",37,36,0.972972972972973
FEINA,128,"Otro medio de pago con referente histórico son los denominados commodities, equivalentes a productos, bienes o materias primas de valor aceptados por los agentes económicos.","Los commodities son otro medio de pago histórico. Son productos, bienes o materias primas de valor aceptados por los agentes económicos.",28,24,0.8571428571428571
FEINA,129,"Esos intereses representan un rendimiento del 10% para la persona que compró el bono en $100, pero el rendimiento de mercado del bono estará oscilando: para calcularlo, hay que considerar no sólo los intereses anuales de $10, sino también las pérdidas o las ganancias de capital (no realizadas, mientras el bono no sea vendido) que se producen por las variaciones de precio.","Esos intereses representan un rendimiento del diez por ciento para la persona que compró el bono en cien dólares, pero el rendimiento de mercado del bono oscilará.  Para calcularlo hay que considerar no sólo los intereses anuales de diez dólares, sino también las pérdidas o las ganancias de capital que se producen por las variaciones de precio.",73,61,0.8356164383561644
FEINA,130,"Total: Adquirir este benéfico hábito, es un problema que involucra actitud y además educación, por no hablar de responsabilidad.","Adquirir el hábito del ahorro implica actitud, educación y responsabilidad.",23,12,0.5217391304347826
FEINA,131,"Otra clasificación que hemos encontrado, y cuya fuente ya ha sido citada, habla de bienes libres, bienes independientes, bienes sustitutos y bienes complementarios.","Otra clasificación mencionada por Cao García habla de bienes libres, bienes independientes, bienes sustitutos y bienes complementarios.",28,20,0.7142857142857143
FEINA,132,Instrumentos de inversión: Medios o documentos utilizados para comprometer inversiones entre las personas físicas o jurídicas y las instituciones financieras o responsables de los procesos financieros.,Los instrumentos de inversión son medios usados para comprometer inversiones entre las personas y las instituciones financieras.,28,18,0.6428571428571429
FEINA,133,Contraprestación: Prestación que debe una parte contratante por razón de la que ha recibido o debe recibir de la otra.,La contraprestación es una prestación adeudada por un contratante que ha recibido o debe recibir de otro contratante.,22,19,0.8636363636363636
FEINA,134,"Para cualquier persona, y está por demás señalar que para cualquier empresa u organización, es inevitable no conocer en la actualidad y hacia el futuro qué son, cuáles son, características y funcionalidad de los medios de pago, objetivo sobre el cual se ha desarrollado este capítulo.","Para cualquier persona, empresa u organización, es inevitable conocer los medios de pago sus características y funcionalidad. Objetivo sobre el cual se ha desarrollado este capítulo.",52,30,0.5769230769230769
FEINA,135,Que no se está avanzando hacia ninguna parte.,No nota ningún progreso.,9,5,0.5555555555555556
FEINA,136,"Se paga al fisco en el primer cuatrimestre del año siguiente al de la utilidad, aunque las empresas deben cancelar mensualmente una parte a cuenta, proceso denominado Pagos Provisionales Mensuales o PPM.",Se paga al fisco en el primer cuatrimestre del año siguiente al de la ganancia. Las empresas deben pagar mensualmente una parte a cuenta. Esto se llama Pagos Provisionales Mensuales.,35,33,0.9428571428571428
FEINA,137,La siguiente tabla muestra el análisis horizontal del estado de resultados entre los años 2016 y 2017.,La siguiente tabla muestra el análisis horizontal del estado de resultados entre los años dos mil dieciséis y dos mil diecisiete.,18,22,1.2222222222222223
FEINA,138,"Por otro lado, cuando necesites agregar el IVA a una compra o venta neta (sin IVA) debes multiplicar el valor del producto por 0,19.",Para sumar el impuesto al valor agregado a una compra o venta neta multiplique el valor del producto por cero coma diecinueve.,28,23,0.8214285714285714
FEINA,139,"Esto quiere decir que, cualquier inversión que rinda el 1% mensual, requeriría de un capital inicial de $8,360.17 para producir los $10,000 de valor final que el proyecto Z produce en un año y medio.","Después de aplicar las fórmulas deducimos que cualquier inversión que rinda el uno por ciento mensual, requiere de un capital inicial de ocho mil trecientos sesenta punto diecisiete dólares para producir los diez mil dólares de valor final que el proyecto Z obtiene en un año y medio.",41,50,1.2195121951219512
FEINA,140,Utilidad de forma: Consiste en mejorar o aumentar la capacidad que tenga un producto para producir bienestar al cambiar su forma o apariencia.,"Utilidad de forma, consiste en mejorar o aumentar la capacidad de un producto para producir bienestar al cambiar su forma o apariencia.",25,24,0.96
FEINA,141,"En un escenario monopólico, se rigidiza el precio -generalmente elevado-, se pierde calidad y se deterioran las demás condiciones para los consumidores.","En un monopolio, se inflexibiliza el precio, se pierde calidad y se deterioran otras condiciones para los consumidores.",25,21,0.84
FEINA,142,Buscan a esas unidades de Gasto con Superávit el lugar que se adecue a su voluntad de inversión.,Buscan las unidades de gasto con excedente un lugar adecuado a la inversión.,19,14,0.7368421052631579
FEINA,143,"Si las personas y las familias mejoran y disfrutan de un buen nivel de vida, desde luego con la intervención económica del Estado, así mismo se mejorará el nivel de vida para toda la comunidad nacional.","Si las personas y familias disfrutan un buen nivel de vida, entonces mejorará el nivel de vida para toda la población.",39,23,0.5897435897435898
FEINA,144,"Los cuatro principales países de donde provinieron estas importaciones fueron Estados Unidos con un 21,9 %, China con 18,2 %, Argentina con 6,7 % y Brasil con un 6,5 % de acuerdo con datos de 2019 del Banco Central.","Según el Banco Central, en dos mil diecinueve, los cuatro principales países importadores de estas fueron Estados Unidos, China, Argentina y Brasil.",42,27,0.6428571428571429
FEINA,145,Sigue las instrucciones que se indican en el informe crediticio para comunicarle a la agencia de informes correspondiente que hay un error.,Sigue las instrucciones indicadas en el informe crediticio para comunicarle el error a la agencia.,23,16,0.6956521739130435
FEINA,146,En un caso así podrían considerar la compra de las películas y de las raquetas de tenis.,"En un caso así, los padres considerarían la compra de las películas y de las raquetas de tenis.",18,20,1.1111111111111112
FEINA,147,"Asegúrate de preguntar por los costos, como los cargos anuales y los cargos por venta, antes de abrir una cuenta de ahorro jubilatorio.","Asegúrese de preguntar por los costos, como los cargos anuales y los cargos por venta, antes de abrir una cuenta de ahorro de jubilación.",26,27,1.0384615384615385
FEINA,148,"En estos casos debe decidirse, asimismo, si los instrumentos de inversión serán a corto plazo, con mayor seguridad y poca rentabilidad o a largo plazo con mayor rentabilidad, aunque se corran algunos riesgos.","En estos casos debe decidirse si los instrumentos de inversión serán a corto plazo, con mayor seguridad y poca rentabilidad o a largo plazo con mayor rentabilidad, aunque se corran algunos riesgos.",38,35,0.9210526315789473
FEINA,149,"Por lo general, los resúmenes se hacen con métodos empíricos: los datos catastrales de la propiedad de la tierra y fincas urbanas; los activos industriales según las cotizaciones de bolsa; la moneda metálica en circulación; saldos de depósitos bancarios y créditos sobre el extranjero; stocks de mercaderías y fondos de comercio; animales de cría y cosechas; saldos de las cajas de ahorro, seguros, etc.","Por lo general, los informes se hacen con métodos empíricos donde se incluye los datos catastrales de la propiedad de la tierra y de fincas urbanas, los activos industriales según las cotizaciones en las bolsas de inversión, el valor de la moneda en circulación, los pagos de depósitos bancarios y créditos en el extranjero, la mercadería guardada y los fondos de comercio, los animales de cría y las cosechas, el dinero de las cajas, de ahorros, seguros, etcétera.",75,89,1.1866666666666668
FEINA,150,"Por tanto, el primer punto de interés es incrementar las ventas; para lo cual existen diferentes estrategias: promociones, descuentos, generación de nuevas líneas de productos, marketing relacional, telemarketing, ventas cruzadas o atadas, entre otras.","Por eso, el primer punto de interés es aumentar las ventas. Para ello, hay diferentes estrategias como promociones, descuentos, nuevos productos, mercadeo relacional, telemercadeo, ventas cruzadas.",44,35,0.7954545454545454
FEINA,151,"Estos pagos constituyen la mayoría de los ingresos del Estado; con éstos, éste realiza inversión social y de infraestructura, paga sus gastos administrativos, etc.","Estos pagos constituyen la mayoría de los ingresos del Estado. Con éstos se realiza inversión social y de infraestructura, paga sus gastos administrativos, entre otros.",29,29,1.0
FEINA,152,"He venido a este seminario de negocios y estoy muy emocionada con este entrenamiento, pero realmente no me puedo dar el lujo de venir a ningún otro porque sencillamente no tengo dinero suficiente para hacerlo.","Vine a este seminario de negocios y estoy emocionada con el entrenamiento, pero no puedo venir más porque no tengo dinero.",37,23,0.6216216216216216
FEINA,153,"Servicios son también los que nos presta el Municipio al iniciar la construcción de una carretera, o al suministrarnos la luz eléctrica, o al cuidar que funcionen bien el alcantarillado, el acueducto y la re colección de basuras; los que presta la comunidad como las escuelas, los hospitales, los centros de salud; los que prestan las personas, como el o la farmaceuta al suministrarnos medicamentos, o los y las almacenistas o pulperos al vendernos las mercancías y los alimentos, o el médico o la médica al cuidar de nuestra salud, el educador o educadora al educar nuestros hijos e hijas en la institución educativa, etc.","La Municipalidad presta servicios al construir carreteras, suministrar la luz eléctrica, cuidar el alcantarillado, el acueducto y recolectar basura. también. Los que presta la comunidad como escuelas, hospitales o centros de salud. Los que prestan las personas, como los farmacéuticos, almacenistas o pulperos, personal médico, educadores, entre otros.",118,61,0.5169491525423728
FEINA,154,Las tasas nominales son aquellas en las que el período de la tasa difiere del período de capitalización.,"En las tasas nominales, el período de la tasa se diferencia del período de capitalización.",19,17,0.8947368421052632
FEINA,155,"Los bonos emitidos por el Gobierno o por el Banco Central tienen un sólido respaldo, pero aunque nadie duda de que los bonos sean pagados en el momento de su vencimiento; es completamente normal que cambien de precio y que por lo tanto los fondos de inversión puedan tener tanto ganancias como pérdidas de capital.","Los bonos emitidos por el Gobierno o por el Banco Central tienen un sólido respaldo. No hay duda de que los bonos sean pagados en el momento de su vencimiento, pero es normal que cambien de precio y por lo tanto los fondos de inversión puedan tener tanto ganancias como pérdidas de capital.",58,56,0.9655172413793104
FEINA,156,"Puedes empezar con una cantidad pequeña (pueden ser $10, $15 o $20 por semana).",Empieza con una cantidad pequeña.,21,6,0.2857142857142857
FEINA,157,"Por ejemplo, la mayoría de las acciones son inversiones de crecimiento que compras con la esperanza de venderlas posteriormente a un precio mayor.","Por ejemplo, muchas acciones son inversiones de crecimiento. Porque las compras para venderlas luego a un precio mayor.",25,21,0.84
FEINA,158,UAII:Utilidad antes de Impuestos e Intereses.,UAII significa utilidad antes de impuestos e intereses.,9,9,1.0
FEINA,159,"El portafolio de inversiones, al considerar diversos fondos, constituye una alternativa favorable para la participación de especialistas en inversiones y para las personas que se inician en este tipo de proyectos debido, principalmente, a su accesibilidad con capitales pequeños, medianos y grandes; así como la facilidad de incrementarlo por cuotas, cubrir todas las acciones o bonos con que cuenta el fondo, que cuentan con facilidades para la liquidez y están administrados por profesionales.","El portafolio de inversiones al considerar diversos fondos constituye una alternativa favorable para la participación de especialistas en inversiones y para las personas que se inician en este tipo de proyectos debido a su accesibilidad con capitales pequeños, medianos y grandes. Así como la facilidad de incrementarlo por cuotas, cubrir todas las acciones o bonos con que cuenta el fondo, que cuentan con facilidades para la liquidez y están administrados por profesionales.",82,77,0.9390243902439024
FEINA,160,"Cada quien tendrá que mantener sus gastos, pagar sus deudas y darse sus gustos personales con sus ingresos normales y habituales (sean sueldo, honorarios, etc.), pero estos gastos NO SE MEZCLAN con el capital para generar riqueza .","Cada quien mantiene sus gastos, paga sus deudas y se da gustos con sus ingresos habituales. Pero estos gastos no se mezclan con los ahorros para inversión.",45,30,0.6666666666666666
FEINA,161,"Por otro lado, agrega, refiriéndose al círculo vicioso de la pobreza:","Por otro lado, agrega en referencia al círculo vicioso de la pobreza:",14,14,1.0
FEINA,162,"Entonces, la principal ventaja del uso de las tarjetas de débito es que no causan una deuda adicional, es decir, no se puede financiar ninguna compra mediante su uso.",La principal ventaja de las tarjetas de débito es que no causan deuda adicional.,33,15,0.45454545454545453
FEINA,163,"En cuanto a los resultados concretos, resalta el hecho de que la educación financiera influye en el comportamiento de las personas consumidoras e inversionistas.","Respecto a los resultados concretos, es destacable la influencia de la educación financiera en el comportamiento de las personas consumidoras e inversionistas.",26,24,0.9230769230769231
FEINA,164,Tal vez haya considerado si le conviene más comprar un equipo nuevo de computación o reparar el que tiene.,Tal vez considere si le conviene más comprar una computadora nueva o reparar la que tiene.,20,17,0.85
FEINA,165,"Al final de los tres años contaremos con $1,481.54 en el banco.",Al final de los tres años tendremos mil cuatrocientos ochenta y un dólares con cincuenta y cuatro centavos en el banco.,14,22,1.5714285714285714
FEINA,166,"Cuando depositas dinero en una cuenta de ahorros que genera intereses, el monto que ahorras es el capital.",El monto ahorrado cuando depositas dinero en una cuenta de ahorro generadora de intereses es el capital.,20,18,0.9
FEINA,167,"Hela aquí: Preferiría intentar hacer algo grande y fracasar, a intentar no hacer nada y tener éxito.","Hela aquí: Preferiría intentar hacer algo grande y fracasar, a intentar no hacer nada y tener éxito.",20,20,1.0
FEINA,168,Los bienes producidos pueden consumirse o se pueden usar en la producción.,Los bienes producidos pueden ser consumidos o usados en la producción.,13,12,0.9230769230769231
FEINA,169,Se aplica en la rentabilidad de las inversiones (es lo que se gana) y en los créditos como costo de préstamo (gasto por interés).,Se aplica en la rentabilidad de las inversiones y en los créditos como costo de préstamo.,29,17,0.5862068965517241
FEINA,170,"Los especialistas en inversiones señalan que en el caso de bienes que aumentan su valor se pueden correr mayores riesgos, si no se cuenta con informaciones verídicas pero, si se tiene conocimientos y experiencia en este tipo de inversiones, la selección puede resultar acertada.",Los especialistas en inversiones señalan que en el caso de bienes que aumentan su valor se pueden correr mayores riesgos si no se cuenta con información verídica. Pero si se tiene conocimientos y experiencia en este tipo de inversiones la selección puede resultar acertada.,48,46,0.9583333333333334
FEINA,171,"La diferencia entre ellos es que el primero siempre calcula el interés sobre un valor principal que se conoce como capital, mientras que el interés compuesto se suma al capital en cada período.",La diferencia entre ellos es que el primero calcula el interés sobre el capital. El interés compuesto se suma al capital en cada período.,35,26,0.7428571428571429
FEINA,172,"Había cuatro casos especiales en los que el vasallo debía ayudar económicamente al señor y eran: para pagar el rescate del señor cuando este caía prisionero; para equiparlo cuando él marchaba para las Cruzadas, cuando se casaba su hija y cuando se armaba caballero su hijo.","Había cuatro casos especiales en los que el vasallo debía ayudar económicamente al señor y eran: para pagar el rescate del señor cuando este caía prisionero. Para equiparlo cuando él marchaba para las Cruzadas, cuando se casaba su hija y cuando se armaba caballero su hijo.",50,50,1.0
FEINA,173,La tangibilidad es una característica muy esencial de un objeto para considerarlo bien económico.,La tangibilidad es una característica esencial de un objeto para considerarlo bien económico.,15,14,0.9333333333333333
FEINA,174,"Si recién estás comenzando, evalúa usar una tarjeta de crédito con garantía, en la que debes depositar dinero en tu cuenta por adelantado.","Si estás comenzando, usa una tarjeta con garantía. En esta depositas dinero por adelantado.",26,17,0.6538461538461539
FEINA,175,"Para los demandantes de recursos, porque les facilitan fondos y moviliza a pequeños ahorradores que normalmente no acudirían a los mercados de valores a ofrecer su dinero.",Para los demandantes de recursos porque facilitan los fondos y moviliza a pequeños ahorradores.,29,15,0.5172413793103449
FEINA,176,Puedes retirar el dinero de la cuenta personal de jubilación sin tener que pagar multas luego de que llegues a los 59 años y medio.,Puede retirar el dinero de la cuenta personal de jubilación sin pagar multas luego de que llegue a los cincuenta y nueve años y medio.,26,26,1.0
FEINA,177,Inversión mínima inicial y sucesiva: Cuando se entregan recursos mínimos para participar en un fondo y cuando dichos recursos mínimos se hacen de manera sucesiva.,Se da inversión mínima inicial y sucesiva cuando se entregan sucesivamente recursos para participar en un fondo.,27,18,0.6666666666666666
FEINA,178,"Teóricamente, los costos y gastos variables podrían moverse de manera similar, mientras que los fijos deberían presentar menores variaciones debido a que no dependen directamente de los ingresos.",Los costos y gastos variables podrían moverse similarmente. Los fijos deberían variar menos porque no dependen directamente de los ingresos.,31,22,0.7096774193548387
FEINA,179,"Los mismos autores agregan luego: La Economía Social es un modelo privado con enfoque social, que se ubica en economías pluralistas, donde haya competencia de las diversas formas de propiedad, de gestión y de trabajo, así como diversos tipos de unidades productivas, con asociados de muy diversos niveles culturales, educativos, sociales, étnicos y políticos, ubicadas en zonas urbanas y rurales, desarrolladas en unos casos, muy atrasadas en otros.","Los mismos autores agregan luego, la economía social es un modelo privado con enfoque social, ubicado en las economías pluralistas donde hay competencia de las diversas formas de propiedad, gestión y trabajo. También hay competencia entre diversos tipos de unidades productivas, con asociados de diferentes niveles culturales, educativos, sociales, étnicos y políticos. Las unidades productivas están ubicadas en zonas urbanas y rurales, en unos casos desarrolladas y en otros casos muy atrasadas.",81,83,1.0246913580246915
FEINA,180,"los industriales y los obreros producen la maquinaria, los edificios, los vehículos, el vestuario y muchas otras cosas que son necesarias para la vida de la población.","Los industriales y los obreros producen maquinaria, edificios, vehículos, vestuario y otros artículos necesarios para la vida de la población.",31,24,0.7741935483870968
FEINA,181,"En determinadas ocasiones, normalmente temporales o excepcionales, el precio puede ser inferior al costo.","En ocasiones, normalmente temporales o excepcionales, el precio puede ser inferior al costo.",17,16,0.9411764705882353
FEINA,182,"En la quiebra prevista en el capítulo 7, tus activos se venden y el dinero se divide entre tus acreedores.","En la quiebra del capítulo siete, tus recursos se venden y el dinero se reparte entre tus fiadores.",22,20,0.9090909090909091
FEINA,183,"La contabilidad, junto a los costos y presupuestos, forma parte del sistema de información financiera de las empresas y es un medio de control de los hechos económicos de las organizaciones.",La contabilidad pertenece al sistema de información financiera de las empresas. Es un medio de control de los recursos económicos de las empresas.,34,25,0.7352941176470589
FEINA,184,"Pero, por más que haya sucedido esto, suceda y siga sucediendo, la percepción es equivocada y de ninguna manera puede generalizarse, ya que para cualquier persona es sencillo comprobar que el dinero es fundamental para la vida, el desarrollo individual y social de las personas, de la sociedad misma y de los países.","Pero, por más que esto suceda, la percepción es equivocada y no se puede generalizar porque cualquier persona puede comprobar que el dinero es fundamental para la vida, el desarrollo individual y social de las personas, de la sociedad y de los países.",60,48,0.8
FEINA,185,Economizamos no sólo sobre una base individual o familiar sino también en una escala nacional.,"Economizamos a nivel individual, familiar y también a una escala nacional.",16,13,0.8125
FEINA,186,La forma normal de vida se hace cada vez más difícil de mantener.,Cada vez es más difícil mantener lo que se entiende como la forma normal de vida.,14,17,1.2142857142857142
FEINA,187,"Aunque es verdad que sus gastos pueden reducirse después de que usted se retire, hay uno que con frecuencia se incrementa de manera dramática, y ese es el de la salud.","Sus gastos ciertamente pueden reducirse tras el retiro, pero el gasto de la salud se incrementa dramáticamente.",34,19,0.5588235294117647
FEINA,188,"Existe, asimismo, la tasa preferencial que se refiere a tasas de interés más bajas que se otorga a clientes preferenciales, cuando se adquiere un préstamo, especialmente cuando se realizan inversiones en proyectos o asuntos calificados.",Las tasas preferenciales son las tasas de interés más bajas otorgadas a clientes preferenciales cuando adquieren un préstamo.,40,19,0.475
FEINA,189,"Hay otro riesgo que puede generar pérdidas del capital invertido, se le denomina riesgo de tasa de interés.",Hay otro riesgo que puede generar pérdidas del capital invertido y se denomina riesgo de tasa de interés.,20,19,0.95
FEINA,190,¿Te sobró dinero a fin de mes?,¿Te sobró dinero a fin de mes?,8,8,1.0
FEINA,191,"Si no nos hemos preparado, entonces no tendremos un retiro como tal, tendremos que seguir con el azadón en ristre hasta el final.",No tendremos un retiro propiamente y tendremos que seguir trabajando hasta el final si no nos hemos preparado.,26,19,0.7307692307692307
FEINA,192,"La otra clase de papel moneda son los cheques firmados por las personas que tienen respaldo o depósitos en los bancos, en sus llamadas cuentas corrientes.",Otra clase de papel moneda son los cheques firmados por las personas que tienen respaldo o depósitos en sus cuentas corrientes.,28,22,0.7857142857142857
FEINA,193,"Alguien pudiera responder argumentando que en muchos países se paga por aire caliente en el invierno y por aire frío en el verano y esto es cierto, pero lo que ocurre es que en estos casos se ha hecho escaso cierto tipo de aire y por eso se paga por él.",En algunos países se paga por aire frío en verano y caliente en invierno porque ambos son escasos.,53,19,0.3584905660377358
FEINA,194,"Edificios, maquinaria y equipo, son bienes de capital.","Edificios, maquinaria y equipo son bienes de capital.",11,10,0.9090909090909091
FEINA,195,"Una manera de abordar o solucionar los problemas que confunden y que no se pueden solucionar fácilmente por la persona misma con su conocimiento y experiencia, es buscar la ayuda de un asesor.",Una manera de solucionar los problemas difíciles es buscar la ayuda de un asesor.,35,15,0.42857142857142855
FEINA,196,"El seguro obligatorio, o también llamado de riesgo mínimo, está sujeto a la que una compañía aseguradora establezca asumir, generalmente, un solo riesgo.","El seguro obligatorio, o de riesgo mínimo, está sujeto a lo que una compañía aseguradora establezca asumir. Generalmente, es un solo riesgo.",28,27,0.9642857142857143
FEINA,197,"Es decir, si el promedio de ventas arroja una cantidad de $10,000 mensuales; presupuestar esa misma cantidad implicaría que el negocio venda lo mismo que ha estado vendiendo en los últimos períodos sin presentar una mejora.","Es decir, si el promedio de ventas arroja una cantidad de diez mil dólares mensuales, presupuestar esa misma cantidad implicaría que el negocio venda lo mismo que ha vendido en los últimos períodos sin presentar una mejora.",40,40,1.0
FEINA,198,"Sin embargo, aunque los servicios económicos que están constituidos por actividades como las de los médicos, los abogados, los ingenieros, los maestros, etc.","Aunque los servicios económicos constituidos por las actividades de los médicos, los abogados, los ingenieros, los maestros, etcétera.",29,23,0.7931034482758621
FEINA,199,"El sentido común es indispensable en la lucha contra los virus, actúe siempre con precaución ante la llegada de información a su computador.",El sentido común es indispensable en la lucha contra los virus. Actúe siempre con precaución ante la llegada de información a su computador.,25,25,1.0
FEINA,200,Pudieron comprar su vivienda solo unos meses después del plazo previsto.,Compraron su casa unos meses después del plazo previsto.,12,10,0.8333333333333334
FEINA,201,"Por otra parte, si le sobra dinero después de que haga sus pagos mínimos, utilícelo para empezar a pagar un préstamo a la vez.","Por otra parte, utilice cualquier dinero sobrante tras sus pagos mínimos para pagar un préstamo a la vez.",27,20,0.7407407407407407
FEINA,202,"(Si ese mes tienes un gasto raro o excepcional, por ejemplo, la factura del seguro del auto que pagas cada seis meses, calcula el costo correspondiente a un solo mes).","Si ese mes hay un gasto inesperado, por ejemplo, la factura de seguro del carro que se pasa cada seis meses, se calcula el costo a un solo mes.",36,33,0.9166666666666666
FEINA,203,"El ahorro se constituye como una reserva financiera para enfrentar imprevistos, efectuar inversiones o mejorar la calidad de vida.","El ahorro es una reserva financiera para enfrentar imprevistos, invertir o mejorar la calidad de vida.",21,18,0.8571428571428571
